request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_173,56475.69,not_affordable,not_recommended,none,,none,The full INR 113000 request cannot be completed safely within the next 90 days without exceeding the INR 79100 minimum. Up to INR 56475.69 is safe to pay today.
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 2544.86 available."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,Pay EUR 2346.3 today. This leaves at least EUR 1875.17 available over the next 90 days.
request_176,0.00,not_affordable,not_recommended,none,,none,The full EUR 1239.7 request cannot be completed safely within the next 90 days without exceeding the EUR 600 minimum. Up to EUR 0.00 is safe to pay today.
request_177,0.00,not_affordable,not_recommended,none,,none,The full USD 1017.6 request cannot be completed safely within the next 90 days without exceeding the USD 1300 minimum. Up to USD 0.00 is safe to pay today.
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1018.54, starting 2024-12-07. This leaves at least EUR 6786.03 available."
request_179,4326433.82,affordable_later,wait,2025-07-17:41648000.00,2025-07-17,none,"Wait until 2025-07-17, then pay IDR 41648000 in full. Paying sooner would put the IDR 41430800 minimum at risk."
request_180,66500.00,affordable_now,full_payment,2026-07-06:66500.00,2026-07-06,none,Pay INR 66500 today. This leaves at least INR 42851.93 available over the next 90 days.
request_181,44.21,not_affordable,not_recommended,none,,none,The full USD 5059.2 request cannot be completed safely within the next 90 days without exceeding the USD 2000 minimum. Up to USD 44.21 is safe to pay today.
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714.00,2025-08-05,none,Pay ZAR 65714 today. This leaves at least ZAR 41530.72 available over the next 90 days.
request_183,22217444.40,not_affordable,not_recommended,none,2026-06-13,none,The full IDR 26866000 request cannot be completed safely within the next 90 days without exceeding the IDR 11878300 minimum. Up to IDR 22217444.40 is safe to pay today.
request_184,0.00,not_affordable,not_recommended,none,,none,The full INR 251900 request cannot be completed safely within the next 90 days without exceeding the INR 110800 minimum. Up to INR 0.00 is safe to pay today.
request_185,359.07,not_affordable,not_recommended,none,,none,The full EUR 1257.3 request cannot be completed safely within the next 90 days without exceeding the EUR 1300 minimum. Up to EUR 359.07 is safe to pay today.
request_186,0.00,not_affordable,not_recommended,none,,none,The full ZAR 26554 request cannot be completed safely within the next 90 days without exceeding the ZAR 22000 minimum. Up to ZAR 0.00 is safe to pay today.
request_187,36475.51,affordable_later,wait,2024-11-13:187500.00,2024-11-13,none,"Wait until 2024-11-13, then pay INR 187500 in full. Paying sooner would put the INR 128300 minimum at risk."
request_188,0.00,not_affordable,not_recommended,none,,none,The full EUR 2464 request cannot be completed safely within the next 90 days without exceeding the EUR 900 minimum. Up to EUR 0.00 is safe to pay today.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.4 today. This leaves at least EUR 451.70 available over the next 90 days.
request_190,392.29,affordable_later,wait,2025-02-16:2557.50,2025-02-16,none,"Wait until 2025-02-16, then pay EUR 2557.5 in full. Paying sooner would put the EUR 1600 minimum at risk."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.4 today. This leaves at least EUR 574.01 available over the next 90 days.
request_192,96.39,not_affordable,not_recommended,none,,none,The full USD 2046 request cannot be completed safely within the next 90 days without exceeding the USD 1000 minimum. Up to USD 96.39 is safe to pay today.
request_193,0.00,not_affordable,not_recommended,none,,none,The full EUR 1212.2 request cannot be completed safely within the next 90 days without exceeding the EUR 1000 minimum. Up to EUR 0.00 is safe to pay today.
request_194,35489.58,affordable_later,wait,2025-10-13:132800.00,2025-10-13,none,"Wait until 2025-10-13, then pay INR 132800 in full. Paying sooner would put the INR 113600 minimum at risk."
request_195,0.00,not_affordable,not_recommended,none,,none,The full EUR 1170.4 request cannot be completed safely within the next 90 days without exceeding the EUR 700 minimum. Up to EUR 0.00 is safe to pay today.
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.3 today. This leaves at least EUR 652.84 available over the next 90 days.
request_197,0.00,not_affordable,not_recommended,none,,none,The full IDR 50939000 request cannot be completed safely within the next 90 days without exceeding the IDR 26245900 minimum. Up to IDR 0.00 is safe to pay today.
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800.00,2026-07-07,none,Pay INR 185800 today. This leaves at least INR 161816.75 available over the next 90 days.
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 99928921.20 available."
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000.00,2025-02-06,none,Pay IDR 21717000 today. This leaves at least IDR 24696227.86 available over the next 90 days.
request_201,23997000.00,affordable_now,full_payment,2026-04-03:23997000.00,2026-04-03,none,Pay IDR 23997000 today. This leaves at least IDR 49965762.08 available over the next 90 days.
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900.00,2024-12-05,none,Pay INR 123900 today. This leaves at least INR 166593.01 available over the next 90 days.
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 5722.94 available."
request_204,514.45,affordable_later,wait,2026-03-15:588.74,2026-03-15,none,"Wait until 2026-03-15, then pay EUR 588.74 in full. Paying sooner would put the EUR 1300 minimum at risk."
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000.00,2024-03-06,none,Pay IDR 10621000 today. This leaves at least IDR 15194863.72 available over the next 90 days.
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 3714.58 available."
request_207,3800.94,affordable_later,wait,2026-08-14:11830.00,2026-08-14,none,"Wait until 2026-08-14, then pay ZAR 11830 in full. Paying sooner would put the ZAR 13600 minimum at risk."
request_208,2652355.92,affordable_later,wait,2024-06-14:4413000.00,2024-06-14,none,"Wait until 2024-06-14, then pay IDR 4413000 in full. Paying sooner would put the IDR 10470700 minimum at risk."
request_209,1094.82,not_affordable,not_recommended,none,,none,The full ZAR 56914 request cannot be completed safely within the next 90 days without exceeding the ZAR 18400 minimum. Up to ZAR 1094.82 is safe to pay today.
request_210,1089.18,affordable_with_plan,partial_payment,2026-04-06:1089.18|2026-04-14:270.84,2026-04-14,none,"Pay USD 1089.18 today, then USD 270.84 on 2026-04-14. This completes the USD 1360.02 request while keeping at least USD 2000.00 available."
request_211,136.92,affordable_later,wait,2024-11-13:1788.60,2024-11-13,none,"Wait until 2024-11-13, then pay EUR 1788.6 in full. Paying sooner would put the EUR 1500 minimum at risk."
request_212,7036677.27,not_affordable,not_recommended,none,,none,The full IDR 71934000 request cannot be completed safely within the next 90 days without exceeding the IDR 29579800 minimum. Up to IDR 7036677.27 is safe to pay today.
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 7564.74 available."
request_214,27049.46,not_affordable,not_recommended,none,2025-02-16,none,The full INR 69750 request cannot be completed safely within the next 90 days without exceeding the INR 174900 minimum. Up to INR 27049.46 is safe to pay today.
request_215,29986.00,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 54110.37 available."
request_216,405.49,not_affordable,not_recommended,none,,none,The full USD 3332.4 request cannot be completed safely within the next 90 days without exceeding the USD 1800 minimum. Up to USD 405.49 is safe to pay today.
request_217,16764.75,not_affordable,not_recommended,none,2024-05-18,none,The full ZAR 37180 request cannot be completed safely within the next 90 days without exceeding the ZAR 26800 minimum. Up to ZAR 16764.75 is safe to pay today.
request_218,25135135.07,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-13,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 38020655.69 available."
request_219,1333.10,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-14,none,"Use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1662.71 available."
request_220,31.31,not_affordable,not_recommended,none,,none,The full EUR 3118.5 request cannot be completed safely within the next 90 days without exceeding the EUR 1100 minimum. Up to EUR 31.31 is safe to pay today.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 97606.11 available over the next 90 days.
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078.00,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 73439.08 available over the next 90 days.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 980.32 available over the next 90 days.
request_224,10327000.00,affordable_with_plan,installments,2025-02-04:5370040.00|2025-03-04:5370040.00,2025-02-04,none,"Use 2 installments of IDR 5370040, starting 2025-02-04. This leaves at least IDR 22674133.78 available."
request_225,10089559.27,not_affordable,not_recommended,none,2026-09-13,none,The full IDR 22059000 request cannot be completed safely within the next 90 days without exceeding the IDR 17670700 minimum. Up to IDR 10089559.27 is safe to pay today.
request_226,149931.40,affordable_with_plan,full_payment,2024-12-03:157000.00,2025-02-16,reduce_to:event_20739:3552|reduce_to:proj:event_20754:2025-01-14:3552|reduce_to:proj:event_20754:2025-02-14:3552,Pay INR 157000 today by reducing event_20739 to INR 3552; reducing proj:event_20754:2025-01-14 to INR 3552; reducing proj:event_20754:2025-02-14 to INR 3552. This leaves at least INR 214605.34 available over the next 90 days.
request_227,5767.24,not_affordable,not_recommended,none,,none,The full INR 259700 request cannot be completed safely within the next 90 days without exceeding the INR 62900 minimum. Up to INR 5767.24 is safe to pay today.
request_228,6194329.83,not_affordable,not_recommended,none,,none,The full IDR 63327000 request cannot be completed safely within the next 90 days without exceeding the IDR 26191200 minimum. Up to IDR 6194329.83 is safe to pay today.
request_229,412.37,not_affordable,not_recommended,none,2024-05-18,none,The full EUR 1526.8 request cannot be completed safely within the next 90 days without exceeding the EUR 1000 minimum. Up to EUR 412.37 is safe to pay today.
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay EUR 3537.6 today. This leaves at least EUR 3898.27 available over the next 90 days.
request_231,23873.88,not_affordable,not_recommended,none,2026-03-15,none,The full ZAR 35706 request cannot be completed safely within the next 90 days without exceeding the ZAR 24300 minimum. Up to ZAR 23873.88 is safe to pay today.
request_232,231.05,not_affordable,not_recommended,none,,none,The full EUR 1970.1 request cannot be completed safely within the next 90 days without exceeding the EUR 2400 minimum. Up to EUR 231.05 is safe to pay today.
request_233,0.00,not_affordable,not_recommended,none,,none,The full IDR 6241000 request cannot be completed safely within the next 90 days without exceeding the IDR 10365700 minimum. Up to IDR 0.00 is safe to pay today.
request_234,199.26,affordable_later,wait,2026-09-13:1213.30,2026-09-13,none,"Wait until 2026-09-13, then pay EUR 1213.3 in full. Paying sooner would put the EUR 700 minimum at risk."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 780.10 available over the next 90 days.
request_236,5075211.87,not_affordable,not_recommended,none,,none,The full IDR 52383000 request cannot be completed safely within the next 90 days without exceeding the IDR 16768600 minimum. Up to IDR 5075211.87 is safe to pay today.
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000.00,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 70662172.57 available over the next 90 days.
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 1239.45 available."
request_239,551.78,affordable_later,wait,2025-07-20:642.00,2025-07-20,none,"Wait until 2025-07-20, then pay USD 642 in full. Paying sooner would put the USD 600 minimum at risk."
request_240,8184.31,not_affordable,not_recommended,none,,none,The full INR 101200 request cannot be completed safely within the next 90 days without exceeding the INR 52800 minimum. Up to INR 8184.31 is safe to pay today.
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 79597467.85 available."
request_242,0.00,not_affordable,not_recommended,none,,none,The full EUR 1966.8 request cannot be completed safely within the next 90 days without exceeding the EUR 600 minimum. Up to EUR 0.00 is safe to pay today.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 23742.80 available over the next 90 days.
request_244,49918.00,affordable_now,full_payment,2024-06-04:49918.00,2024-06-04,none,Pay ZAR 49918 today. This leaves at least ZAR 57939.15 available over the next 90 days.
request_245,26294.72,not_affordable,not_recommended,none,,none,The full INR 128500 request cannot be completed safely within the next 90 days without exceeding the INR 94600 minimum. Up to INR 26294.72 is safe to pay today.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 159553.99 available."
request_247,1038.49,affordable_later,wait,2024-09-14:1059.30,2024-09-14,none,"Wait until 2024-09-14, then pay EUR 1059.3 in full. Paying sooner would put the EUR 1300 minimum at risk."
request_248,641.51,not_affordable,not_recommended,none,,none,The full USD 1965.6 request cannot be completed safely within the next 90 days without exceeding the USD 1300 minimum. Up to USD 641.51 is safe to pay today.
request_249,0.00,not_affordable,not_recommended,none,,none,The full USD 643.2 request cannot be completed safely within the next 90 days without exceeding the USD 600 minimum. Up to USD 0.00 is safe to pay today.
request_250,14486.06,not_affordable,not_recommended,none,,none,The full ZAR 124278 request cannot be completed safely within the next 90 days without exceeding the ZAR 35300 minimum. Up to ZAR 14486.06 is safe to pay today.
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,The full EUR 1513.6 request cannot be completed safely within the next 90 days without exceeding the EUR 1300 minimum. Up to EUR 1513.60 is safe to pay today.
request_252,4305183.31,affordable_later,wait,2026-09-13:28082000.00,2026-09-13,none,"Wait until 2026-09-13, then pay IDR 28082000 in full. Paying sooner would put the IDR 15152200 minimum at risk."
request_253,1302.67,not_affordable,not_recommended,none,,none,The full EUR 2840.2 request cannot be completed safely within the next 90 days without exceeding the EUR 2300 minimum. Up to EUR 1302.67 is safe to pay today.
request_254,815.51,affordable_later,wait,2025-10-13:3535.20,2025-10-13,none,"Wait until 2025-10-13, then pay USD 3535.2 in full. Paying sooner would put the USD 2500 minimum at risk."
request_255,3345000.00,affordable_now,full_payment,2026-04-06:3345000.00,2026-04-06,none,Pay IDR 3345000 today. This leaves at least IDR 32246985.53 available over the next 90 days.
request_256,155080.39,not_affordable,not_recommended,none,2024-08-13,none,The full INR 218700 request cannot be completed safely within the next 90 days without exceeding the INR 168600 minimum. Up to INR 155080.39 is safe to pay today.
request_257,0.00,not_affordable,not_recommended,none,,none,The full USD 1352.4 request cannot be completed safely within the next 90 days without exceeding the USD 1600 minimum. Up to USD 0.00 is safe to pay today.
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay USD 1113.6 today. This leaves at least USD 768.34 available over the next 90 days.
request_259,486.34,affordable_later,wait,2024-11-13:935.00,2024-11-13,none,"Wait until 2024-11-13, then pay EUR 935 in full. Paying sooner would put the EUR 600 minimum at risk."
request_260,7556246.25,not_affordable,not_recommended,none,,none,The full IDR 52079000 request cannot be completed safely within the next 90 days without exceeding the IDR 20727700 minimum. Up to IDR 7556246.25 is safe to pay today.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay EUR 1830.4 today. This leaves at least EUR 1756.65 available over the next 90 days.
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000.00,2024-12-05,none,Pay IDR 9236000 today. This leaves at least IDR 57276782.92 available over the next 90 days.
request_263,3769.81,not_affordable,not_recommended,none,,none,The full ZAR 51546 request cannot be completed safely within the next 90 days without exceeding the ZAR 24100 minimum. Up to ZAR 3769.81 is safe to pay today.
request_264,21982.97,affordable_later,wait,2026-06-13:111300.00,2026-06-13,none,"Wait until 2026-06-13, then pay INR 111300 in full. Paying sooner would put the INR 59500 minimum at risk."
request_265,45970.00,affordable_now,full_payment,2024-03-06:45970.00,2024-03-06,none,Pay INR 45970 today. This leaves at least INR 699103.34 available over the next 90 days.
request_266,935.00,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 1037.35 available."
request_267,1558.84,not_affordable,not_recommended,none,2026-03-15,none,The full EUR 1925 request cannot be completed safely within the next 90 days without exceeding the EUR 1500 minimum. Up to EUR 1558.84 is safe to pay today.
request_268,1014.44,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 2173.60 available."
request_269,0.00,not_affordable,not_recommended,none,,none,The full ZAR 15490 request cannot be completed safely within the next 90 days without exceeding the ZAR 23100 minimum. Up to ZAR 0.00 is safe to pay today.
request_270,39.59,not_affordable,not_recommended,none,,none,The full USD 3028.8 request cannot be completed safely within the next 90 days without exceeding the USD 1400 minimum. Up to USD 39.59 is safe to pay today.
request_271,9786.94,affordable_later,wait,2024-11-13:91300.00,2024-11-13,none,"Wait until 2024-11-13, then pay INR 91300 in full. Paying sooner would put the INR 58200 minimum at risk."
request_272,5740243.48,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 8539376.81 available."
request_273,9179578.19,affordable_with_plan,partial_payment,2026-04-07:9179578.19|2026-04-14:6681421.81,2026-04-14,none,"Pay IDR 9179578.19 today, then IDR 6681421.81 on 2026-04-14. This completes the IDR 15861000 request while keeping at least IDR 18774600.00 available."
request_274,2004.98,not_affordable,not_recommended,none,2025-02-16,none,The full EUR 2713.7 request cannot be completed safely within the next 90 days without exceeding the EUR 1800 minimum. Up to EUR 2004.98 is safe to pay today.
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 13117423.20 available over the next 90 days.
